"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","StopRule","Rationale"
"42","r10_a7_dfg_atr70","42","peak_r20_dfg_spread_yearly","42","phase6_dfg_spread_yearly_model1","r10_a7_dfg_atr70_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\042_r10_a7_dfg_atr70_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2020_full_m1","profiles\r10_a7_dfg_atr70_2020_full.set","79188B9839675644528DFB175BE0AB267F47171DC0A3E503E89A18DC503DBCF8","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 7.0 percent spread/ATR."
"43","r10_a7_dfg_atr70","43","peak_r20_dfg_spread_yearly","43","phase6_dfg_spread_yearly_model1","r10_a7_dfg_atr70_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\043_r10_a7_dfg_atr70_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2021_full_m1","profiles\r10_a7_dfg_atr70_2021_full.set","AB6835A2144617B240C7AA1B0B5BBD7D28BFCBA3A5C47D78E0226EA50A979680","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 7.0 percent spread/ATR."
"44","r10_a7_dfg_atr70","44","peak_r20_dfg_spread_yearly","44","phase6_dfg_spread_yearly_model1","r10_a7_dfg_atr70_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\044_r10_a7_dfg_atr70_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2022_full_m1","profiles\r10_a7_dfg_atr70_2022_full.set","997685085AA8962691A2043CC1CE82D50397711F8B16F5A72D616E054FFACECC","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 7.0 percent spread/ATR."
"45","r10_a7_dfg_atr70","45","peak_r20_dfg_spread_yearly","45","phase6_dfg_spread_yearly_model1","r10_a7_dfg_atr70_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\045_r10_a7_dfg_atr70_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2023_full_m1","profiles\r10_a7_dfg_atr70_2023_full.set","3F6399873C766BD13C222F385C037DB392D5E6F32CEE8907170EAA74C1EF4643","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 7.0 percent spread/ATR."
"46","r10_a7_dfg_atr70","46","peak_r20_dfg_spread_yearly","46","phase6_dfg_spread_yearly_model1","r10_a7_dfg_atr70_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\046_r10_a7_dfg_atr70_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2024_full_m1","profiles\r10_a7_dfg_atr70_2024_full.set","0E94A68120A8B780734C37C2DEBC88E784DDEADFF3918851A90938CF38CFBEBB","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 7.0 percent spread/ATR."
"47","r10_a7_dfg_atr70","47","peak_r20_dfg_spread_yearly","47","phase6_dfg_spread_yearly_model1","r10_a7_dfg_atr70_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\047_r10_a7_dfg_atr70_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2025_full_m1","profiles\r10_a7_dfg_atr70_2025_full.set","ADB5259DABEB0E491032D6F644E031235AA94C7D05A5C2C5A2D9CC64ABABBE74","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 7.0 percent spread/ATR."
"48","r10_a7_dfg_atr70","48","peak_r20_dfg_spread_yearly","48","phase6_dfg_spread_yearly_model1","r10_a7_dfg_atr70_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\048_r10_a7_dfg_atr70_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2026_ytd_m1","profiles\r10_a7_dfg_atr70_2026_ytd.set","9892BF9369171FEA58C99535ED2A426EAD085AD9BC467CBC4738DE5AF74E888C","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 7.0 percent spread/ATR."
"49","r10_a7_dfg_spread29_atr75","49","peak_r20_dfg_spread_yearly","49","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\049_r10_a7_dfg_spread29_atr75_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2019_full_m1","profiles\r10_a7_dfg_spread29_atr75_2019_full.set","002BC671B2AAFEB8683D7CB21B9BC56A49AA8954504A88436975434A7C7CF367","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"50","r10_a7_dfg_spread29_atr75","50","peak_r20_dfg_spread_yearly","50","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\050_r10_a7_dfg_spread29_atr75_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2020_full_m1","profiles\r10_a7_dfg_spread29_atr75_2020_full.set","5E15691C940A63F1A4B528B76BB6FDDA2B3F142543E83F013EE76D00AE6056F2","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"51","r10_a7_dfg_spread29_atr75","51","peak_r20_dfg_spread_yearly","51","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\051_r10_a7_dfg_spread29_atr75_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2021_full_m1","profiles\r10_a7_dfg_spread29_atr75_2021_full.set","80FA93D2E52CC22C69974A13745CA6C25F1CBC9B32917593A5336D1F818D2ED9","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"52","r10_a7_dfg_spread29_atr75","52","peak_r20_dfg_spread_yearly","52","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\052_r10_a7_dfg_spread29_atr75_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2022_full_m1","profiles\r10_a7_dfg_spread29_atr75_2022_full.set","528B86C17F37F007957888AF8FA02CE138A7C9659A435360654C4335EEAF80FA","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"53","r10_a7_dfg_spread29_atr75","53","peak_r20_dfg_spread_yearly","53","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\053_r10_a7_dfg_spread29_atr75_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2023_full_m1","profiles\r10_a7_dfg_spread29_atr75_2023_full.set","460209B9DDEAECED5E101A69A150E6A896963DED892D434D2CE102A2DB1293FF","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"54","r10_a7_dfg_spread29_atr75","54","peak_r20_dfg_spread_yearly","54","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\054_r10_a7_dfg_spread29_atr75_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2024_full_m1","profiles\r10_a7_dfg_spread29_atr75_2024_full.set","6EF22D8DCAEA0714C495BF4FA72DF1E3DCD0C05CD07B4DA71456B10867B92460","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"55","r10_a7_dfg_spread29_atr75","55","peak_r20_dfg_spread_yearly","55","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\055_r10_a7_dfg_spread29_atr75_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2025_full_m1","profiles\r10_a7_dfg_spread29_atr75_2025_full.set","968C88AE73EF84492DBBD2D78120E5F166CE0049A224901317960F2A61B399FF","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"56","r10_a7_dfg_spread29_atr75","56","peak_r20_dfg_spread_yearly","56","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_atr75_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\056_r10_a7_dfg_spread29_atr75_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2026_ytd_m1","profiles\r10_a7_dfg_spread29_atr75_2026_ytd.set","7664A9F8873CDDF892C351EF4E920A9C78A597D9CFDEF5E7A3CA33EB8AB04E0B","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 29 spread points or 7.5 percent spread/ATR."
"57","r10_a7_dfg_spread27_atr70","57","peak_r20_dfg_spread_yearly","57","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\057_r10_a7_dfg_spread27_atr70_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2019_full_m1","profiles\r10_a7_dfg_spread27_atr70_2019_full.set","F76102D0EB612B40A98A37B6A248FF00BD3E34B18919898C16B3562E64625C01","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
"58","r10_a7_dfg_spread27_atr70","58","peak_r20_dfg_spread_yearly","58","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\058_r10_a7_dfg_spread27_atr70_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2020_full_m1","profiles\r10_a7_dfg_spread27_atr70_2020_full.set","FE133D4663F95F522099C91611219FFCFD834C568E738CA5D07810AA8A307980","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
"59","r10_a7_dfg_spread27_atr70","59","peak_r20_dfg_spread_yearly","59","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\059_r10_a7_dfg_spread27_atr70_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2021_full_m1","profiles\r10_a7_dfg_spread27_atr70_2021_full.set","AC0FDEEB717DF1DA44856F3517A6E88B69983E7BC11DD65ED7768C6F660FDE61","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
"60","r10_a7_dfg_spread27_atr70","60","peak_r20_dfg_spread_yearly","60","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\060_r10_a7_dfg_spread27_atr70_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2022_full_m1","profiles\r10_a7_dfg_spread27_atr70_2022_full.set","198FC74158E7B36BB255097D8765C6060F84D77F0E2F55CEC5364085374532E4","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
"61","r10_a7_dfg_spread27_atr70","61","peak_r20_dfg_spread_yearly","61","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\061_r10_a7_dfg_spread27_atr70_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2023_full_m1","profiles\r10_a7_dfg_spread27_atr70_2023_full.set","903FC11BAF2CC299E4A52AADDBCCE53680F967BB21039FB737FE5D9174C8698C","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
"62","r10_a7_dfg_spread27_atr70","62","peak_r20_dfg_spread_yearly","62","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\062_r10_a7_dfg_spread27_atr70_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2024_full_m1","profiles\r10_a7_dfg_spread27_atr70_2024_full.set","7BD7A7058E9E0A5D391C7BA02D9703BA747B3A33F6831755E823573397CD75FF","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
"63","r10_a7_dfg_spread27_atr70","63","peak_r20_dfg_spread_yearly","63","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\063_r10_a7_dfg_spread27_atr70_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2025_full_m1","profiles\r10_a7_dfg_spread27_atr70_2025_full.set","CCA0C54554737BDE454D7352F178696B6AC1AFD602C7A9F57076490259612E4F","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
"64","r10_a7_dfg_spread27_atr70","64","peak_r20_dfg_spread_yearly","64","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread27_atr70_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\064_r10_a7_dfg_spread27_atr70_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2026_ytd_m1","profiles\r10_a7_dfg_spread27_atr70_2026_ytd.set","2B9C7730F7EC219EE2FD1D25D5558211E1DA4A738A2E901351B0F1E06BE5F196","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","Block diagnostic fallback entries above 27 spread points or 7.0 percent spread/ATR."
