"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","StopRule","Rationale"
"37","r10_a7_dgf_spread_perf_4_2_50","37","peak_r20_dgf_perf_risk_yearly","37","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_4_2_50_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\037_r10_a7_dgf_spread_perf_4_2_50_2023_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_4_2_50_2023_full_m1","profiles\r10_a7_dgf_spread_perf_4_2_50_2023_full.set","0FFFD84EB080F802323E2D0681893F16756513C21D89B9B3F48529AC98367D59","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with DGF performance throttle 4/2 floor 0.50."
"38","r10_a7_dgf_spread_perf_4_2_50","38","peak_r20_dgf_perf_risk_yearly","38","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_4_2_50_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\038_r10_a7_dgf_spread_perf_4_2_50_2024_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_4_2_50_2024_full_m1","profiles\r10_a7_dgf_spread_perf_4_2_50_2024_full.set","91D6EF4C077FD483CC35538664072E22F780EC95841EC801196B29471A79A6D3","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with DGF performance throttle 4/2 floor 0.50."
"39","r10_a7_dgf_spread_perf_4_2_50","39","peak_r20_dgf_perf_risk_yearly","39","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_4_2_50_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\039_r10_a7_dgf_spread_perf_4_2_50_2025_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_4_2_50_2025_full_m1","profiles\r10_a7_dgf_spread_perf_4_2_50_2025_full.set","FF53456CB2AB2EC2434EB530D61FEDF8D6B454C045BD5A8EC4E127F6527CEBF3","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with DGF performance throttle 4/2 floor 0.50."
"40","r10_a7_dgf_spread_perf_4_2_50","40","peak_r20_dgf_perf_risk_yearly","40","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_4_2_50_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\040_r10_a7_dgf_spread_perf_4_2_50_2026_ytd_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_4_2_50_2026_ytd_m1","profiles\r10_a7_dgf_spread_perf_4_2_50_2026_ytd.set","49E1DD14466A3FF673EE226895906CE46B8AEE3E05A5AA354C12F3F6EB1B6978","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with DGF performance throttle 4/2 floor 0.50."
"41","r10_a7_dgf_spread_perf_3_2_40","41","peak_r20_dgf_perf_risk_yearly","41","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\041_r10_a7_dgf_spread_perf_3_2_40_2019_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2019_full_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2019_full.set","07FCF954D82088C6AB06F3A0123460E961BEF91D1BD80EABA85DC4BDE8AC4CAB","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
"42","r10_a7_dgf_spread_perf_3_2_40","42","peak_r20_dgf_perf_risk_yearly","42","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\042_r10_a7_dgf_spread_perf_3_2_40_2020_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2020_full_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2020_full.set","C7C61C5A41F9F137D5E908D76183253CB62D2611876E6E0DB2CEF4EC86CB4ECB","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
"43","r10_a7_dgf_spread_perf_3_2_40","43","peak_r20_dgf_perf_risk_yearly","43","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\043_r10_a7_dgf_spread_perf_3_2_40_2021_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2021_full_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2021_full.set","DFD2E5550745B71333A17081734C964C8C113CC8D7A746097B7EC6EBC4695510","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
"44","r10_a7_dgf_spread_perf_3_2_40","44","peak_r20_dgf_perf_risk_yearly","44","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\044_r10_a7_dgf_spread_perf_3_2_40_2022_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2022_full_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2022_full.set","DAB4254CDA64EE5BBA7BF8E66E152D04B7DFE89C63928EA1BCD458EDF78AF8D4","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
"45","r10_a7_dgf_spread_perf_3_2_40","45","peak_r20_dgf_perf_risk_yearly","45","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\045_r10_a7_dgf_spread_perf_3_2_40_2023_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2023_full_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2023_full.set","5F2E4C91839A192B5DCB05EBD98607B295C78570D0C4DE962DBFDBEDE6B2E6EF","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
"46","r10_a7_dgf_spread_perf_3_2_40","46","peak_r20_dgf_perf_risk_yearly","46","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\046_r10_a7_dgf_spread_perf_3_2_40_2024_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2024_full_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2024_full.set","979BC2E9FD61785FCCCBA4FBB5B84CE65A4855C292FE5282C866E7BA29D6B077","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
"47","r10_a7_dgf_spread_perf_3_2_40","47","peak_r20_dgf_perf_risk_yearly","47","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\047_r10_a7_dgf_spread_perf_3_2_40_2025_full_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2025_full_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2025_full.set","AAF771A1E57403ADC95B1FC452DF2E3971B19A7367D3D60133966D8C1FD2026F","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
"48","r10_a7_dgf_spread_perf_3_2_40","48","peak_r20_dgf_perf_risk_yearly","48","phase7_dgf_perf_risk_yearly_model1","r10_a7_dgf_spread_perf_3_2_40_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\048_r10_a7_dgf_spread_perf_3_2_40_2026_ytd_m1.ini","peak_r20_dgf_perf_risk_r10_a7_dgf_spread_perf_3_2_40_2026_ytd_m1","profiles\r10_a7_dgf_spread_perf_3_2_40_2026_ytd.set","F55364DC68E7B2E6F2ECFBE0D711DA2C3A9A9C82E3D1DB8FCAAB9602F9CD195F","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback performance risk scaling improves stability without creating red yearly windows.","Combine spread risk 25-45 floor 0.50 with more reactive DGF performance throttle 3/2 floor 0.40."
