"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","StopRule","Rationale"
"38","r10_a7_dfg_risk_20_35_35","38","peak_r20_dfg_spread_risk_yearly","38","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_35_35_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\038_r10_a7_dfg_risk_20_35_35_2024_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2024_full_m1","profiles\r10_a7_dfg_risk_20_35_35_2024_full.set","3CC7C5B487DAB53277B4C3852CCF0DE2881672463260CD81BAB4F1E4A099EE15","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Scale diagnostic fallback risk from 20 to 35 spread points, floor 0.35."
"39","r10_a7_dfg_risk_20_35_35","39","peak_r20_dfg_spread_risk_yearly","39","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_35_35_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\039_r10_a7_dfg_risk_20_35_35_2025_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2025_full_m1","profiles\r10_a7_dfg_risk_20_35_35_2025_full.set","73432221245B804AE3172115421DF1B15B20810877507991129D311C372A28FB","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Scale diagnostic fallback risk from 20 to 35 spread points, floor 0.35."
"40","r10_a7_dfg_risk_20_35_35","40","peak_r20_dfg_spread_risk_yearly","40","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_35_35_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\040_r10_a7_dfg_risk_20_35_35_2026_ytd_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2026_ytd_m1","profiles\r10_a7_dfg_risk_20_35_35_2026_ytd.set","95CA8BE19523383073A996EDC169AD308E3F1D2EF520F18317C2E84E56DB9792","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Scale diagnostic fallback risk from 20 to 35 spread points, floor 0.35."
"41","r10_a7_dfg_risk_20_31_25","41","peak_r20_dfg_spread_risk_yearly","41","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\041_r10_a7_dfg_risk_20_31_25_2019_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2019_full_m1","profiles\r10_a7_dfg_risk_20_31_25_2019_full.set","72A0DFB7A67CCE197D6AC6F3A499F840B9F3F09926853EE72B45A767A0E3D525","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
"42","r10_a7_dfg_risk_20_31_25","42","peak_r20_dfg_spread_risk_yearly","42","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\042_r10_a7_dfg_risk_20_31_25_2020_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2020_full_m1","profiles\r10_a7_dfg_risk_20_31_25_2020_full.set","725E04A627D920C9A194FF66F4299CB456FC2850CD33095AA695F08D004CAD1A","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
"43","r10_a7_dfg_risk_20_31_25","43","peak_r20_dfg_spread_risk_yearly","43","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\043_r10_a7_dfg_risk_20_31_25_2021_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2021_full_m1","profiles\r10_a7_dfg_risk_20_31_25_2021_full.set","71892558A6A1AAE11CA6EAE7AEEE1B7B43C27BE424AE240D3D0DEF21C1B8CD82","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
"44","r10_a7_dfg_risk_20_31_25","44","peak_r20_dfg_spread_risk_yearly","44","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\044_r10_a7_dfg_risk_20_31_25_2022_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2022_full_m1","profiles\r10_a7_dfg_risk_20_31_25_2022_full.set","A2BD8603F725FBEA0A4737B5FFCA477078AE7D6FC089FFE603F8CC19AAB36A28","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
"45","r10_a7_dfg_risk_20_31_25","45","peak_r20_dfg_spread_risk_yearly","45","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\045_r10_a7_dfg_risk_20_31_25_2023_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2023_full_m1","profiles\r10_a7_dfg_risk_20_31_25_2023_full.set","0FE723C106829E10136C4D57036AE1C72A427CF93E44D6428B47B2A82501D8CD","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
"46","r10_a7_dfg_risk_20_31_25","46","peak_r20_dfg_spread_risk_yearly","46","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\046_r10_a7_dfg_risk_20_31_25_2024_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2024_full_m1","profiles\r10_a7_dfg_risk_20_31_25_2024_full.set","2E056DE990817CDCCFF4697EA1F522E5B6DAF06C868DAFE0404A31DFCD04ABCE","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
"47","r10_a7_dfg_risk_20_31_25","47","peak_r20_dfg_spread_risk_yearly","47","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\047_r10_a7_dfg_risk_20_31_25_2025_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2025_full_m1","profiles\r10_a7_dfg_risk_20_31_25_2025_full.set","C2AE9BD3F24D03F294A288850B8A09EAF45783C68FEE16017C45177335C7869C","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
"48","r10_a7_dfg_risk_20_31_25","48","peak_r20_dfg_spread_risk_yearly","48","phase6_dfg_spread_risk_yearly_model1","r10_a7_dfg_risk_20_31_25_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\048_r10_a7_dfg_risk_20_31_25_2026_ytd_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2026_ytd_m1","profiles\r10_a7_dfg_risk_20_31_25_2026_ytd.set","883C630FCDEB0126B78935FD27A259D80D109DE2C8F9361DEFBD3338F2B7C4C1","CB182D026A62AE499052949F88F514EF7FC67D8C071E9179AB069D29575C59B2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows.","Aggressively scale diagnostic fallback risk from 20 to 31 spread points, floor 0.25."
